"PROMPT: Shelina Zadorsky = member of sports team = Tottenham Hotspur F.C. Women | Shelina Zadorsky = position played on team = defender SENTENCE: Shelina Zadorsky has played on many famous teams such as the Tottenham Hotspur F.C. Women, and played positions such as defender.",
,
"PROMPT: Antoine Tassy = member of sports team = RC Haïtien | Antoine Tassy = position played on team = coach SENTENCE: Did you know that Antoine Tassy has played for the RC Haïtien, and played many positions like coach.",
,
"PROMPT: LaTroy Hawkins = member of sports team = Chicago Cubs | LaTroy Hawkins = position played on team = closer SENTENCE: I recently heard that LaTroy Hawkins played for the Chicago Cubs, and played as a closer.",
,
"PROMPT: Hans Liesche = athlete height = 188 | Hans Liesche = sport played by athlete = athletics competitor | Hans Liesche = gender = male SENTENCE:  I didn't know this, at 6 feet and 2 inches tall, Hans Liesche is 5 inches taller than an other's average height.",
,
"PROMPT: Paul Pogba = award received = Knight of the Legion of Honour SENTENCE: One thing that impressed me about Paul Pogba , is that he have won a Knight of the Legion of Honour.",
,
"PROMPT: Byron Scott = member of sports team = Panathinaikos B.C. | Byron Scott = position played on team = shooting guard SENTENCE: Byron Scott has played on many famous teams such as the Panathinaikos B.C., and played many positions like shooting guard.",
,
"PROMPT: Vera Krepkina = athlete height = 1.59 | Vera Krepkina = sport played by athlete = athletics competitor | Vera Krepkina = gender = female SENTENCE:  I think this is interesting, Vera Krepkina is 5 feet and 3 inches tall, which makes her 1 inch shorter than the average other.",
,
"PROMPT: Panagiota Dioti = member of sports team = Panathinaikos women's volleyball | Panagiota Dioti = position played on team = outside hitter SENTENCE: I recently heard that Panagiota Dioti played for the Panathinaikos women's volleyball, and played positions such as outside hitter.",
,
PROMPT: Jonathan Glanfield = athlete height = 183 | Jonathan Glanfield = sport played by athlete = sailor | Jonathan Glanfield = gender = male SENTENCE:  I'm always curious about athlete's heights. Jonathan Glanfield is actually 6 feet and 0 inches tall. That is taller than the average other by 3 inches.,
,
"PROMPT: Walt Weiss = member of sports team = Florida Marlins | Walt Weiss = position played on team = shortstop SENTENCE: I recently heard that Walt Weiss played for the Florida Marlins, and played as a shortstop.",
,
"PROMPT: Heath Francis = award received = Australian Sports Medal SENTENCE: One thing that impressed me about Heath Francis , is that he have won an Australian Sports Medal.",
,
"PROMPT: Omar Ahmed El Ghazaly = athlete height = 199 | Omar Ahmed El Ghazaly = sport played by athlete = athletics competitor | Omar Ahmed El Ghazaly = gender = male SENTENCE:  I didn't know this, at 6 feet and 6 inches tall, Omar Ahmed El Ghazaly is 9 inches taller than an other's average height.",
,
PROMPT: Sigurd Rushfeldt = award received = Finnmark County Culture Prize SENTENCE: I think it is note worthy that Sigurd Rushfeldt has won a Finnmark County Culture Prize.,
,
PROMPT: Paul Scholes = award received = English Football Hall of Fame SENTENCE: I recently heard that Paul Scholes won an English Football Hall of Fame.,
,
"PROMPT: Airinė Palšytė = athlete height = 186 | Airinė Palšytė = sport played by athlete = athletics competitor | Airinė Palšytė = gender = female SENTENCE:  I didn't know this, at 6 feet and 1 inch tall, Airinė Palšytė is 9 inches taller than an other's average height.",
,
"PROMPT: Violet Rose Olney = athlete height = 162 | Violet Rose Olney = sport played by athlete = athletics competitor | Violet Rose Olney = gender = female SENTENCE:  Wow, Violet Rose Olney is 5 feet and 4 inches tall, which is exactly the average height for an other.",100 meters mainly
,
"PROMPT: Manol Manolov = member of sports team = PFC Slavia Sofia | Manol Manolov = position played on team = coach SENTENCE: Did you know that Manol Manolov has played as a part of famous teams, such as the PFC Slavia Sofia, and played many positions like coach.",
,
"PROMPT: Chris Spielman = member of sports team = Detroit Lions | Chris Spielman = position played on team = linebacker SENTENCE: Did you know that Chris Spielman has played as a part of famous teams, such as the Detroit Lions, and played many positions like linebacker.",
,
"PROMPT: Jorge Claros = athlete height = 176 | Jorge Claros = sport played by athlete = association football player | Jorge Claros = gender = male SENTENCE:  I didn't know this, at 5 feet and 9 inches tall, Jorge Claros is 3 inches shorter than an association football player's average height.",
,
"PROMPT: Sabine Busch = award received = Patriotic Order of Merit in gold SENTENCE: Sabine Busch won a Patriotic Order of Merit in gold, which is impressive to me.",
,
PROMPT: Sergei Bubka = award received = Honored badge of merit of the President of Ukraine SENTENCE: I think it is note worthy that Sergei Bubka has won a Honored badge of merit of the President of Ukraine.,
,
PROMPT: Åke Stenqvist = athlete height = 181 | Åke Stenqvist = sport played by athlete = athletics competitor | Åke Stenqvist = gender = male SENTENCE:  I'm always curious about athlete's heights. Åke Stenqvist is actually 5 feet and 11 inches tall. That is taller than the average other by 2 inches.,
,
PROMPT: Neymar = award received = Samba Gold SENTENCE: I recently heard that Neymar won a Samba Gold.,
,
PROMPT: Gerda Kraan = award received = Gouden Spike SENTENCE: I think it is note worthy that Gerda Kraan has won a Gouden Spike.,
,
"PROMPT: Michael Jordan = member of sports team = Washington Wizards | Michael Jordan = position played on team = shooting guard SENTENCE: Michael Jordan has played on many famous teams such as the Washington Wizards, and played many positions like shooting guard.",
,
PROMPT: Lothar Matthäus = athlete height = 174 | Lothar Matthäus = sport played by athlete = association football player | Lothar Matthäus = gender = male SENTENCE:  I'm always curious about athlete's heights. Lothar Matthäus is actually 5 feet and 9 inches tall. That is shorter than the average association football player by 3 inches.,
,
"PROMPT: Scott Anderson = athlete height = 187 | Scott Anderson = sport played by athlete = sailor | Scott Anderson = gender = male SENTENCE:  I didn't know this, at 6 feet and 2 inches tall, Scott Anderson is 5 inches taller than an other's average height.",
,
"PROMPT: Raúl Albiol = member of sports team = Getafe CF | Raúl Albiol = position played on team = defender SENTENCE: Did you know that Raúl Albiol has played as a part of famous teams, such as the Getafe CF, and played as a defender.",
,
"PROMPT: Matt Tuiasosopo = member of sports team = Seattle Mariners | Matt Tuiasosopo = position played on team = infielder SENTENCE: Did you know that Matt Tuiasosopo has played as a part of famous teams, such as the Seattle Mariners, and played as a infielder.",
,
"PROMPT: Mac Wilkins = athlete height = 193 | Mac Wilkins = sport played by athlete = athletics competitor | Mac Wilkins = gender = male SENTENCE:  I didn't know this, at 6 feet and 4 inches tall, Mac Wilkins is 7 inches taller than an other's average height.",
,
"PROMPT: Pyotr Bolotnikov = award received = Order of Lenin SENTENCE: Pyotr Bolotnikov won an Order of Lenin, which is impressive to me.",
,
"PROMPT: Serghei Gheorghiev = member of sports team = FC Dinamo-Auto Tiraspol | Serghei Gheorghiev = position played on team = midfielder SENTENCE: I recently heard that Serghei Gheorghiev played for the FC Dinamo-Auto Tiraspol, and played many positions like midfielder.",
,
"PROMPT: Silvia Weissteiner = athlete height = 163 | Silvia Weissteiner = sport played by athlete = athletics competitor | Silvia Weissteiner = gender = female SENTENCE:  Wow, Silvia Weissteiner is 5 feet and 4 inches tall, which is exactly the average height for an other.",
,
"PROMPT: Nuno Gomes = award received = Officer of the Order of Prince Henry SENTENCE: Nuno Gomes won an Officer of the Order of Prince Henry, which is impressive to me.",
,
PROMPT: Wolfgang Overath = award received = Officer's Cross of the Order of Merit of the Federal Republic of Germany SENTENCE: I recently heard that Wolfgang Overath won an Officer's Cross of the Order of Merit of the Federal Republic of Germany.,
,
"PROMPT: Bernard Lagat = athlete height = 173 | Bernard Lagat = sport played by athlete = athletics competitor | Bernard Lagat = gender = male SENTENCE:  I didn't know this, at 5 feet and 8 inches tall, Bernard Lagat is 1 inch shorter than an other's average height.",
,
PROMPT: Fernando Cruz Calvo = award received = Golden Cape SENTENCE: I recently heard that Fernando Cruz Calvo won a Golden Cape.,
,
PROMPT: Hélène Defrance = award received = Knight of the National Order of Merit SENTENCE: Did you know that Hélène Defrance has won a Knight of the National Order of Merit?,
,
PROMPT: Iain Jensen = athlete height = 1.86 | Iain Jensen = sport played by athlete = sailor | Iain Jensen = gender = male SENTENCE:  I'm always curious about athlete's heights. Iain Jensen is actually 6 feet and 1 inch tall. That is taller than the average other by 4 inches.,
,
"PROMPT: Anatoliy Samotsvetov = athlete height = 183 | Anatoliy Samotsvetov = sport played by athlete = athletics competitor | Anatoliy Samotsvetov = gender = male SENTENCE:  I think this is interesting, Anatoliy Samotsvetov is 6 feet and 0 inches tall, which makes him 3 inches taller than the average other.",
,
"PROMPT: Marlene Ahrens = athlete height = 176 | Marlene Ahrens = sport played by athlete = athletics competitor | Marlene Ahrens = gender = female SENTENCE:  I didn't know this, at 5 feet and 9 inches tall, Marlene Ahrens is 5 inches taller than an other's average height.",
,
"PROMPT: Keifer Sykes = member of sports team = Panathinaikos B.C. | Keifer Sykes = position played on team = point guard SENTENCE: Did you know that Keifer Sykes has played for the Panathinaikos B.C., and played many positions like point guard.",
,
"PROMPT: Vsevolod Bobrov = award received = Order of Lenin SENTENCE: Vsevolod Bobrov won an Order of Lenin, which is impressive to me.",
,
"PROMPT: Drew Butera = member of sports team = Minnesota Twins | Drew Butera = position played on team = catcher SENTENCE: Did you know that Drew Butera has played as a part of famous teams, such as the Minnesota Twins, and played many positions like catcher.",
,
"PROMPT: Vita Styopina = award received = Order of Princess Olga, 3rd class SENTENCE: Did you know that Vita Styopina has won an Order of Princess Olga, 3rd class?",
,
"PROMPT: Arjen Robben = award received = Footballer of the Year SENTENCE: One thing that impressed me about Arjen Robben , is that he have won a Footballer of the Year.",
,
"PROMPT: Dave Cowens = member of sports team = Milwaukee Bucks | Dave Cowens = position played on team = power forward SENTENCE: Did you know that Dave Cowens has played for the Milwaukee Bucks, and played many positions like power forward.",
,
"PROMPT: Raúl Verdú Giménez = member of sports team = UE Rubí | Raúl Verdú Giménez = position played on team = forward SENTENCE: Did you know that Raúl Verdú Giménez has played for the UE Rubí, and played many positions like forward.",
,
"PROMPT: Oleh Luzhnyi = award received = Order of Merit (Ukraine), 3rd class SENTENCE: One thing that impressed me about Oleh Luzhnyi , is that he have won an Order of Merit (Ukraine), 3rd class.",
,
"PROMPT: Jerry Hairston Jr. = member of sports team = Milwaukee Brewers | Jerry Hairston Jr. = position played on team = second baseman SENTENCE: Did you know that Jerry Hairston Jr. has played as a part of famous teams, such as the Milwaukee Brewers, and played as a second baseman.",
,
PROMPT: Melinda Gainsford-Taylor = award received = Member of the Order of Australia SENTENCE: I recently heard that Melinda Gainsford-Taylor won a Member of the Order of Australia.,
,
"PROMPT: Olga Yegorova = athlete height = 160 | Olga Yegorova = sport played by athlete = athletics competitor | Olga Yegorova = gender = female SENTENCE:  I think this is interesting, Olga Yegorova is 5 feet and 3 inches tall, which makes her 1 inch shorter than the average other.",
,
"PROMPT: Gabriel Proulx = member of sports team = Flint Generals | Gabriel Proulx = position played on team = defenseman SENTENCE: Did you know that Gabriel Proulx has played for the Flint Generals, and played as a defenseman.",
,
"PROMPT: Vasily Varlakov = award received = Medal of the Order ""For Merit to the Fatherland"" I class SENTENCE: I recently heard that Vasily Varlakov won a Medal of the Order ""For Merit to the Fatherland"" I class.",
,
PROMPT: Denard Robinson = award received = Chicago Tribune Silver Football SENTENCE: I recently heard that Denard Robinson won a Chicago Tribune Silver Football.,
,
"PROMPT: Giorgio Chiellini = athlete height = 187 | Giorgio Chiellini = sport played by athlete = association football player | Giorgio Chiellini = gender = male SENTENCE:  I didn't know this, at 6 feet and 2 inches tall, Giorgio Chiellini is 2 inches taller than an association football player's average height.",
,
"PROMPT: Jerry Hairston Jr. = member of sports team = San Diego Padres | Jerry Hairston Jr. = position played on team = shortstop SENTENCE: Did you know that Jerry Hairston Jr. has played for the San Diego Padres, and played many positions like shortstop.",
,
PROMPT: Robert Lewandowski = award received = Commander of the Order of Polonia Restituta SENTENCE: I think it is note worthy that Robert Lewandowski has won a Commander of the Order of Polonia Restituta.,
,
"PROMPT: Sergey Makarov = award received = Medal of the Order ""For Merit to the Fatherland"" II class SENTENCE: One thing that impressed me about Sergey Makarov , is that he have won a Medal of the Order ""For Merit to the Fatherland"" II class.",
,
"PROMPT: Andrea Bienias = athlete height = 180 | Andrea Bienias = sport played by athlete = athletics competitor | Andrea Bienias = gender = female SENTENCE:  I think this is interesting, Andrea Bienias is 5 feet and 11 inches tall, which makes her 7 inches taller than the average other.",
,
PROMPT: Duncan McNaughton = award received = Canada's Sports Hall of Fame SENTENCE: I think it is note worthy that Duncan McNaughton has won a Canada's Sports Hall of Fame.,
,
"PROMPT: Yelena Nikolayeva = award received = Medal of the Order ""For Merit to the Fatherland"" II class SENTENCE: I recently heard that Yelena Nikolayeva won a Medal of the Order ""For Merit to the Fatherland"" II class.",
,
PROMPT: Andy Carroll = athlete height = 193 | Andy Carroll = sport played by athlete = association football player | Andy Carroll = gender = male SENTENCE:  I'm always curious about athlete's heights. Andy Carroll is actually 6 feet and 4 inches tall. That is taller than the average association football player by 4 inches.,
,
"PROMPT: Danny Wuerffel = member of sports team = Florida Gators football | Danny Wuerffel = position played on team = quarterback SENTENCE: Did you know that Danny Wuerffel has played as a part of famous teams, such as the Florida Gators football, and played positions such as quarterback.",
,
"PROMPT: DeMarcus Simons = member of sports team = Indianapolis Enforcers | DeMarcus Simons = position played on team = quarterback SENTENCE: Did you know that DeMarcus Simons has played as a part of famous teams, such as the Indianapolis Enforcers, and played positions such as quarterback.",
,
PROMPT: Bhumibol Adulyadej = award received = Nishan-e-Pakistan SENTENCE: Did you know that Bhumibol Adulyadej has won a Nishan-e-Pakistan?,
,
"PROMPT: Daniel Braaten = member of sports team = Rosenborg BK | Daniel Braaten = position played on team = forward SENTENCE: I recently heard that Daniel Braaten played for the Rosenborg BK, and played many positions like forward.",
,
PROMPT: Gernot Rohr = athlete height = 175 | Gernot Rohr = sport played by athlete = association football player | Gernot Rohr = gender = male SENTENCE:  I'm always curious about athlete's heights. Gernot Rohr is actually 5 feet and 9 inches tall. That is shorter than the average association football player by 3 inches.,
,
"PROMPT: Nate ""Tiny"" Archibald = member of sports team = Boston Celtics | Nate ""Tiny"" Archibald = position played on team = point guard SENTENCE: I recently heard that Nate ""Tiny"" Archibald played for the Boston Celtics, and played many positions like point guard.",
,
"PROMPT: Willie Overtoom = member of sports team = AZ Alkmaar | Willie Overtoom = position played on team = midfielder SENTENCE: Did you know that Willie Overtoom has played as a part of famous teams, such as the AZ Alkmaar, and played as a midfielder.",
,
PROMPT: Carlo Durante = award received = Knight of the Order of Merit of the Italian Republic SENTENCE: I recently heard that Carlo Durante won a Knight of the Order of Merit of the Italian Republic.,
,
PROMPT: Ben Johnson = award received = Order of Ontario SENTENCE: Did you know that Ben Johnson has won an Order of Ontario?,
,
"PROMPT: Donna Hartley = athlete height = 170 | Donna Hartley = sport played by athlete = athletics competitor | Donna Hartley = gender = female SENTENCE:  I didn't know this, at 5 feet and 7 inches tall, Donna Hartley is 3 inches taller than an other's average height.",
,
"PROMPT: Allan Simonsen = athlete height = 166 | Allan Simonsen = sport played by athlete = association football player | Allan Simonsen = gender = male SENTENCE:  I didn't know this, at 5 feet and 5 inches tall, Allan Simonsen is 7 inches shorter than an association football player's average height.",
,
PROMPT: Rune Bratseth = award received = Kniksen's Honorary Award SENTENCE: I recently heard that Rune Bratseth won a Kniksen's Honorary Award.,
,
"PROMPT: Tre' Jackson = member of sports team = Orlando Apollos | Tre' Jackson = position played on team = guard SENTENCE: Did you know that Tre' Jackson has played as a part of famous teams, such as the Orlando Apollos, and played positions such as guard.",
,
PROMPT: Carl Lewis = award received = Associated Press Athlete of the Year SENTENCE: I think it is note worthy that Carl Lewis has won an Associated Press Athlete of the Year.,
,
"PROMPT: Elva Goulbourne = athlete height = 170 | Elva Goulbourne = sport played by athlete = athletics competitor | Elva Goulbourne = gender = female SENTENCE:  I think this is interesting, Elva Goulbourne is 5 feet and 7 inches tall, which makes her 3 inches taller than the average other.",
,
"PROMPT: Christian Gross = award received = Soccer Coach of the Year Award (Switzerland) SENTENCE: Christian Gross won a Soccer Coach of the Year Award (Switzerland), which is impressive to me.",
,
"PROMPT: Juan Uribe = member of sports team = Los Angeles Dodgers | Juan Uribe = position played on team = third baseman SENTENCE: Did you know that Juan Uribe has played for the Los Angeles Dodgers, and played as a third baseman.",
,
"PROMPT: Kathrin Neimke = athlete height = 180 | Kathrin Neimke = sport played by athlete = athletics competitor | Kathrin Neimke = gender = female SENTENCE:  I think this is interesting, Kathrin Neimke is 5 feet and 11 inches tall, which makes her 7 inches taller than the average other.",
,
"PROMPT: Sharon Rackham = award received = Medal of the Order of Australia SENTENCE: Sharon Rackham won a Medal of the Order of Australia, which is impressive to me.",
,
PROMPT: Bärbel Wöckel = award received = Patriotic Order of Merit in gold SENTENCE: I think it is note worthy that Bärbel Wöckel has won a Patriotic Order of Merit in gold.,
,
"PROMPT: Catie Ball = member of sports team = Florida Gators swimming and diving | Catie Ball = position played on team = head coach SENTENCE: Did you know that Catie Ball has played for the Florida Gators swimming and diving, and played as a head coach.",
,
"PROMPT: Alejandro Villanueva = member of sports team = Army Black Knights football | Alejandro Villanueva = position played on team = offensive tackle SENTENCE: Did you know that Alejandro Villanueva has played for the Army Black Knights football, and played many positions like offensive tackle.",
,
"PROMPT: Julio Iglesias = award received = Grammy Lifetime Achievement Award SENTENCE: One thing that impressed me about Julio Iglesias , is that he have won a Grammy Lifetime Achievement Award.",
,
PROMPT: Amy Mbacke Thiam = athlete height = 183 | Amy Mbacke Thiam = sport played by athlete = athletics competitor | Amy Mbacke Thiam = gender = female SENTENCE:  I'm always curious about athlete's heights. Amy Mbacke Thiam is actually 6 feet and 0 inches tall. That is taller than the average other by 8 inches.,
,
"PROMPT: Sami Khedira = athlete height = 189 | Sami Khedira = sport played by athlete = association football player | Sami Khedira = gender = male SENTENCE:  I think this is interesting, Sami Khedira is 6 feet and 2 inches tall, which makes him 2 inches taller than the average association football player.",
,
PROMPT: Lidiya Grigoryeva = athlete height = 160 | Lidiya Grigoryeva = sport played by athlete = athletics competitor | Lidiya Grigoryeva = gender = female SENTENCE:  I'm always curious about athlete's heights. Lidiya Grigoryeva is actually 5 feet and 3 inches tall. That is shorter than the average other by 1 inch.,
,
"PROMPT: Vanessa Fernandes = award received = Commander of the Order of Merit of Portugal SENTENCE: Vanessa Fernandes won a Commander of the Order of Merit of Portugal, which is impressive to me.",
,
"PROMPT: Brendan Ryan = member of sports team = St. Louis Cardinals | Brendan Ryan = position played on team = third baseman SENTENCE: Did you know that Brendan Ryan has played as a part of famous teams, such as the St. Louis Cardinals, and played positions such as third baseman.",
,
"PROMPT: Eero Berg = athlete height = 167 | Eero Berg = sport played by athlete = athletics competitor | Eero Berg = gender = male SENTENCE:  I think this is interesting, Eero Berg is 5 feet and 6 inches tall, which makes him 3 inches shorter than the average other.",
,
"PROMPT: Edwin Skinner = athlete height = 180 | Edwin Skinner = sport played by athlete = athletics competitor | Edwin Skinner = gender = male SENTENCE:  I think this is interesting, Edwin Skinner is 5 feet and 11 inches tall, which makes him 2 inches taller than the average other.",
,
PROMPT: Ken Doherty = athlete height = 185 | Ken Doherty = sport played by athlete = athletics competitor | Ken Doherty = gender = male SENTENCE:  I'm always curious about athlete's heights. Ken Doherty is actually 6 feet and 1 inch tall. That is taller than the average other by 4 inches.,
,
"PROMPT: Daniel Prodan = athlete height = 1.88 | Daniel Prodan = sport played by athlete = association football player | Daniel Prodan = gender = male SENTENCE:  I didn't know this, at 6 feet and 2 inches tall, Daniel Prodan is 2 inches taller than an association football player's average height.",
,
"PROMPT: Mario Lemina = member of sports team = F.C. Lorient | Mario Lemina = position played on team = midfielder SENTENCE: Mario Lemina has played on many famous teams such as the F.C. Lorient, and played positions such as midfielder.",
,
"PROMPT: Andrés Guardado = athlete height = 172 | Andrés Guardado = sport played by athlete = association football player | Andrés Guardado = gender = male SENTENCE:  I think this is interesting, Andrés Guardado is 5 feet and 8 inches tall, which makes him 4 inches shorter than the average association football player.",
,
"PROMPT: Keshorn Walcott = athlete height = 183 | Keshorn Walcott = sport played by athlete = athletics competitor | Keshorn Walcott = gender = male SENTENCE:  I didn't know this, at 6 feet and 0 inches tall, Keshorn Walcott is 3 inches taller than an other's average height.",
,
PROMPT: Hassiba Boulmerka = award received = Princess of Asturias Award for Sports SENTENCE: Did you know that Hassiba Boulmerka has won a Princess of Asturias Award for Sports?,
,
"PROMPT: Tom Cleverley = athlete height = 175 | Tom Cleverley = sport played by athlete = association football player | Tom Cleverley = gender = male SENTENCE:  I didn't know this, at 5 feet and 9 inches tall, Tom Cleverley is 3 inches shorter than an association football player's average height.",
,
"PROMPT: Iryna Lishchynska = award received = Order of Princess Olga, 3rd class SENTENCE: I think it is note worthy that Iryna Lishchynska has won an Order of Princess Olga, 3rd class.",
,
"PROMPT: Jerry Hairston Jr. = member of sports team = Chicago Cubs | Jerry Hairston Jr. = position played on team = second baseman SENTENCE: Did you know that Jerry Hairston Jr. has played for the Chicago Cubs, and played positions such as second baseman.",
,
PROMPT: Didier Deschamps = award received = The Best FIFA men's coach SENTENCE: Did you know that Didier Deschamps has won a The Best FIFA men's coach?,
,
PROMPT: Dagmar Käsling = athlete height = 170 | Dagmar Käsling = sport played by athlete = athletics competitor | Dagmar Käsling = gender = female SENTENCE:  I'm always curious about athlete's heights. Dagmar Käsling is actually 5 feet and 7 inches tall. That is taller than the average other by 3 inches.,
,
PROMPT: Shirley Strickland = award received = Officer of the Order of Australia SENTENCE: I think it is note worthy that Shirley Strickland has won an Officer of the Order of Australia.,
,
PROMPT: Kevin Keegan = award received = Ballon d'Or SENTENCE: I think it is note worthy that Kevin Keegan has won a Ballon d'Or.,
,
PROMPT: Josia Thugwane = athlete height = 158 | Josia Thugwane = sport played by athlete = athletics competitor | Josia Thugwane = gender = male SENTENCE:  I'm always curious about athlete's heights. Josia Thugwane is actually 5 feet and 2 inches tall. That is shorter than the average other by 7 inches.,
,
"PROMPT: Kip Keino = award received = Olympic Order SENTENCE: One thing that impressed me about Kip Keino , is that he have won an Olympic Order.",
,
PROMPT: Terry Biggs = award received = Australian Sports Medal SENTENCE: I think it is note worthy that Terry Biggs has won an Australian Sports Medal.,
,
PROMPT: Hans Geister = athlete height = 177 | Hans Geister = sport played by athlete = athletics competitor | Hans Geister = gender = male SENTENCE:  I'm always curious about athlete's heights. Hans Geister is actually 5 feet and 10 inches tall. That is taller than the average other by 1 inch.,
,
"PROMPT: Alessandro Del Piero = athlete height = 173 | Alessandro Del Piero = sport played by athlete = association football player | Alessandro Del Piero = gender = male SENTENCE:  I think this is interesting, Alessandro Del Piero is 5 feet and 8 inches tall, which makes him 4 inches shorter than the average association football player.",
,
"PROMPT: Kolbeinn Sigþórsson = athlete height = 186 | Kolbeinn Sigþórsson = sport played by athlete = association football player | Kolbeinn Sigþórsson = gender = male SENTENCE:  I think this is interesting, Kolbeinn Sigþórsson is 6 feet and 1 inch tall, which makes him 1 inch taller than the average association football player.",
,
PROMPT: Ion Geolgău = award received = Sport Merit Order SENTENCE: I think it is note worthy that Ion Geolgău has won a Sport Merit Order.,
,
PROMPT: Ruth Fuchs = award received = Patriotic Order of Merit in gold SENTENCE: I recently heard that Ruth Fuchs won a Patriotic Order of Merit in gold.,
,
"PROMPT: Ivan Losyev = athlete height = 177 | Ivan Losyev = sport played by athlete = athletics competitor | Ivan Losyev = gender = male SENTENCE:  I didn't know this, at 5 feet and 10 inches tall, Ivan Losyev is 1 inch taller than an other's average height.",
,
"PROMPT: Tomáš Pospíchal = member of sports team = FC Viktoria Plzeň | Tomáš Pospíchal = position played on team = coach SENTENCE: Tomáš Pospíchal has played on many famous teams such as the FC Viktoria Plzeň, and played positions such as coach.",
,
PROMPT: Eeles Landström = athlete height = 185 | Eeles Landström = sport played by athlete = athletics competitor | Eeles Landström = gender = male SENTENCE:  I'm always curious about athlete's heights. Eeles Landström is actually 6 feet and 1 inch tall. That is taller than the average other by 4 inches.,
,
"PROMPT: Karl-Heinz Rummenigge = athlete height = 182 | Karl-Heinz Rummenigge = sport played by athlete = association football player | Karl-Heinz Rummenigge = gender = male SENTENCE:  I didn't know this, at 5 feet and 12 inches tall, Karl-Heinz Rummenigge is actually the average height of the average association football player.",
,
PROMPT: Fatmire Alushi = award received = Silbernes Lorbeerblatt SENTENCE: Did you know that Fatmire Alushi has won a Silbernes Lorbeerblatt?,
,
"PROMPT: Igor Ponomaryov = member of sports team = Syrianska FC | Igor Ponomaryov = position played on team = coach SENTENCE: Did you know that Igor Ponomaryov has played for the Syrianska FC, and played positions such as coach.",
,
"PROMPT: Daley Blind = athlete height = 180 | Daley Blind = sport played by athlete = association football player | Daley Blind = gender = male SENTENCE:  I think this is interesting, Daley Blind is 5 feet and 11 inches tall, which makes him 1 inch shorter than the average association football player.",
,
"PROMPT: Gisela Beyer = award received = Patriotic Order of Merit in gold SENTENCE: One thing that impressed me about Gisela Beyer , is that she have won a Patriotic Order of Merit in gold.",
,
PROMPT: Jimmy Armfield = award received = Commander of the Order of the British Empire SENTENCE: Did you know that Jimmy Armfield has won a Commander of the Order of the British Empire?,
,
"PROMPT: Bettine Jahn = athlete height = 170 | Bettine Jahn = sport played by athlete = athletics competitor | Bettine Jahn = gender = female SENTENCE:  I didn't know this, at 5 feet and 7 inches tall, Bettine Jahn is 3 inches taller than an other's average height.",
,
"PROMPT: Joe Greene = member of sports team = North Texas Mean Green football | Joe Greene = position played on team = defensive tackle SENTENCE: I recently heard that Joe Greene played for the North Texas Mean Green football, and played positions such as defensive tackle.",
,
"PROMPT: Marc-Édouard Vlasic = member of sports team = San Jose Sharks | Marc-Édouard Vlasic = position played on team = defenseman SENTENCE: I recently heard that Marc-Édouard Vlasic played for the San Jose Sharks, and played positions such as defenseman.",
,
PROMPT: Mark Hughes = award received = Officer of the Order of the British Empire SENTENCE: Did you know that Mark Hughes has won an Officer of the Order of the British Empire?,
,
